Filepath,Filename,Distance
data/17_flowers/validation/daffodil/image_0003.jpg,image_0003.jpg,0.0
data/17_flowers/train/crocus/image_0355.jpg,image_0355.jpg,3151.97
data/17_flowers/train/bluebell/image_0318.jpg,image_0318.jpg,3229.36
data/17_flowers/train/daisy/image_0879.jpg,image_0879.jpg,3235.93
data/17_flowers/train/pansy/image_1352.jpg,image_1352.jpg,3249.5
data/17_flowers/train/tigerlily/image_0541.jpg,image_0541.jpg,3265.93
